customer_id,order_date,order_id,order_status,required_date,shipped_date,staff_name,store,id,userid,title,body,created_at
1368,15/05/2016,223,4,16/05/2016,17/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
157,17/05/2016,224,4,18/05/2016,19/05/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
307,17/05/2016,225,4,20/05/2016,19/05/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
501,17/05/2016,226,4,19/05/2016,20/05/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
489,17/05/2016,227,4,18/05/2016,20/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
615,17/05/2016,228,4,20/05/2016,20/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
742,19/05/2016,229,4,21/05/2016,20/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1167,19/05/2016,230,4,20/05/2016,21/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1257,19/05/2016,231,4,22/05/2016,21/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1360,20/05/2016,232,4,23/05/2016,23/05/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
737,21/05/2016,233,4,22/05/2016,24/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1435,22/05/2016,234,4,24/05/2016,24/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
649,24/05/2016,235,4,25/05/2016,25/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
206,25/05/2016,236,4,27/05/2016,26/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1351,25/05/2016,237,4,26/05/2016,27/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1350,26/05/2016,238,4,29/05/2016,29/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
13,27/05/2016,239,3,27/05/2016,NULL,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
65,27/05/2016,240,4,29/05/2016,30/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1082,27/05/2016,241,4,29/05/2016,29/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1168,27/05/2016,242,4,30/05/2016,30/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
802,27/05/2016,243,4,30/05/2016,28/05/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
956,28/05/2016,244,4,29/05/2016,29/05/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
223,29/05/2016,245,4,31/05/2016,30/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
17,30/05/2016,246,3,30/05/2016,NULL,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
928,30/05/2016,247,4,01/06/2016,01/06/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1376,30/05/2016,248,4,01/06/2016,31/05/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
145,01/06/2016,249,4,04/06/2016,04/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
150,01/06/2016,250,4,02/06/2016,04/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
851,01/06/2016,251,4,04/06/2016,04/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
66,01/06/2016,252,4,04/06/2016,02/06/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1267,02/06/2016,253,4,05/06/2016,05/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
510,03/06/2016,254,4,06/06/2016,05/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
801,03/06/2016,255,4,06/06/2016,05/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
26,04/06/2016,256,4,05/06/2016,07/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1314,05/06/2016,257,4,06/06/2016,08/06/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
107,06/06/2016,258,4,07/06/2016,07/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
413,06/06/2016,259,4,09/06/2016,09/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
632,06/06/2016,260,4,08/06/2016,08/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1045,08/06/2016,261,4,10/06/2016,09/06/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
579,08/06/2016,262,4,11/06/2016,10/06/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1322,09/06/2016,263,4,10/06/2016,12/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
5,10/06/2016,264,3,10/06/2016,NULL,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
682,10/06/2016,265,4,12/06/2016,11/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
933,10/06/2016,266,4,13/06/2016,13/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
282,11/06/2016,267,4,14/06/2016,14/06/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
540,11/06/2016,268,4,14/06/2016,12/06/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
764,12/06/2016,269,4,13/06/2016,15/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
879,12/06/2016,270,4,15/06/2016,13/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
350,13/06/2016,271,4,16/06/2016,14/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
497,15/06/2016,272,4,18/06/2016,16/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1340,16/06/2016,273,4,19/06/2016,17/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
411,17/06/2016,274,4,20/06/2016,18/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1341,17/06/2016,275,4,19/06/2016,18/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1227,18/06/2016,276,4,19/06/2016,19/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
546,19/06/2016,277,4,20/06/2016,20/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1301,20/06/2016,278,4,23/06/2016,21/06/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
378,21/06/2016,279,4,22/06/2016,22/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
638,21/06/2016,280,4,22/06/2016,23/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
800,21/06/2016,281,4,22/06/2016,23/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
159,22/06/2016,282,4,25/06/2016,25/06/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
181,23/06/2016,283,4,26/06/2016,26/06/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1356,23/06/2016,284,4,25/06/2016,25/06/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
319,25/06/2016,285,4,26/06/2016,27/06/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
59,25/06/2016,286,4,26/06/2016,26/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
133,25/06/2016,287,4,26/06/2016,27/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
780,25/06/2016,288,4,28/06/2016,28/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
849,27/06/2016,289,4,28/06/2016,30/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
202,28/06/2016,290,4,29/06/2016,30/06/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
158,29/06/2016,291,4,30/06/2016,01/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
360,29/06/2016,292,4,30/06/2016,02/07/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
573,30/06/2016,293,4,03/07/2016,02/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
732,01/07/2016,294,4,02/07/2016,02/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1130,01/07/2016,295,4,04/07/2016,04/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1245,04/07/2016,296,4,07/07/2016,06/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1425,04/07/2016,297,4,05/07/2016,06/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
885,04/07/2016,298,4,07/07/2016,07/07/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
281,05/07/2016,299,4,06/07/2016,07/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1205,05/07/2016,300,4,08/07/2016,08/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
17,06/07/2016,301,4,09/07/2016,08/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1375,06/07/2016,302,4,07/07/2016,09/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
36,07/07/2016,303,4,08/07/2016,09/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
230,07/07/2016,304,4,08/07/2016,08/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
705,07/07/2016,305,4,08/07/2016,08/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
424,09/07/2016,306,4,10/07/2016,12/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
695,09/07/2016,307,4,11/07/2016,11/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
156,11/07/2016,308,4,12/07/2016,14/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
211,11/07/2016,309,4,13/07/2016,13/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
627,12/07/2016,310,4,13/07/2016,13/07/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1400,12/07/2016,311,4,14/07/2016,13/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
299,13/07/2016,312,4,15/07/2016,16/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
565,14/07/2016,313,4,15/07/2016,15/07/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1019,15/07/2016,314,4,17/07/2016,17/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1263,16/07/2016,315,4,19/07/2016,17/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
670,17/07/2016,316,4,20/07/2016,19/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
795,17/07/2016,317,4,20/07/2016,19/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1141,17/07/2016,318,4,19/07/2016,20/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
941,18/07/2016,319,4,21/07/2016,21/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1428,19/07/2016,320,4,20/07/2016,21/07/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
568,19/07/2016,321,4,22/07/2016,21/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
924,19/07/2016,322,4,22/07/2016,20/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1243,19/07/2016,323,4,22/07/2016,21/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
480,20/07/2016,324,4,22/07/2016,23/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
848,20/07/2016,325,4,21/07/2016,21/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1337,20/07/2016,326,4,21/07/2016,22/07/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
83,21/07/2016,327,4,24/07/2016,22/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
528,23/07/2016,328,4,26/07/2016,25/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
274,24/07/2016,329,4,27/07/2016,26/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
622,24/07/2016,330,4,27/07/2016,27/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
642,24/07/2016,331,4,26/07/2016,25/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
659,24/07/2016,332,4,26/07/2016,26/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
779,25/07/2016,333,4,27/07/2016,26/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1112,25/07/2016,334,4,28/07/2016,27/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1193,25/07/2016,335,4,27/07/2016,26/07/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1030,26/07/2016,336,4,29/07/2016,27/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1252,26/07/2016,337,4,27/07/2016,28/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1333,28/07/2016,338,4,29/07/2016,30/07/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1110,28/07/2016,339,4,31/07/2016,29/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
963,29/07/2016,340,4,30/07/2016,31/07/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1357,31/07/2016,341,4,03/08/2016,01/08/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
806,31/07/2016,342,4,01/08/2016,03/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
961,31/07/2016,343,4,02/08/2016,01/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
750,01/08/2016,344,4,03/08/2016,02/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1299,01/08/2016,345,4,04/08/2016,03/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
584,01/08/2016,346,4,03/08/2016,02/08/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1004,02/08/2016,347,4,03/08/2016,05/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
907,02/08/2016,348,4,05/08/2016,04/08/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
30,03/08/2016,349,3,03/08/2016,NULL,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
31,03/08/2016,350,3,03/08/2016,NULL,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1307,03/08/2016,351,4,06/08/2016,04/08/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
16,03/08/2016,352,4,04/08/2016,06/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1387,03/08/2016,353,4,06/08/2016,06/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
551,03/08/2016,354,4,05/08/2016,06/08/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1011,03/08/2016,355,4,05/08/2016,05/08/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1189,04/08/2016,356,4,07/08/2016,06/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
14,05/08/2016,357,3,05/08/2016,NULL,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1042,05/08/2016,358,4,07/08/2016,07/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
441,07/08/2016,359,4,10/08/2016,10/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1300,07/08/2016,360,4,09/08/2016,10/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
994,08/08/2016,361,4,09/08/2016,11/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
187,09/08/2016,362,4,11/08/2016,11/08/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
834,11/08/2016,363,4,12/08/2016,13/08/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
373,12/08/2016,364,4,14/08/2016,13/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
981,13/08/2016,365,4,14/08/2016,15/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1054,13/08/2016,366,4,14/08/2016,14/08/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
527,14/08/2016,367,4,15/08/2016,15/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
995,14/08/2016,368,4,15/08/2016,17/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1285,15/08/2016,369,4,18/08/2016,18/08/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
758,15/08/2016,370,4,18/08/2016,18/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
891,15/08/2016,371,4,16/08/2016,18/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
132,16/08/2016,372,4,18/08/2016,18/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
337,16/08/2016,373,4,19/08/2016,17/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1313,17/08/2016,374,4,19/08/2016,18/08/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
536,17/08/2016,375,4,20/08/2016,20/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
825,17/08/2016,376,4,19/08/2016,18/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1355,17/08/2016,377,4,19/08/2016,20/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
475,17/08/2016,378,4,20/08/2016,20/08/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
954,18/08/2016,379,4,21/08/2016,21/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1156,19/08/2016,380,4,20/08/2016,21/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1297,19/08/2016,381,4,21/08/2016,21/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
199,20/08/2016,382,4,23/08/2016,23/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
331,20/08/2016,383,4,23/08/2016,22/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
410,20/08/2016,384,4,22/08/2016,23/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1274,20/08/2016,385,4,23/08/2016,22/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1362,20/08/2016,386,4,23/08/2016,23/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
451,20/08/2016,387,4,21/08/2016,21/08/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1080,21/08/2016,388,4,24/08/2016,23/08/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
53,22/08/2016,389,4,24/08/2016,25/08/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
576,22/08/2016,390,4,24/08/2016,25/08/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
61,23/08/2016,391,3,23/08/2016,NULL,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
176,23/08/2016,392,4,26/08/2016,24/08/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
368,25/08/2016,393,4,26/08/2016,27/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
522,26/08/2016,394,4,28/08/2016,29/08/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
144,26/08/2016,395,4,27/08/2016,29/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
542,27/08/2016,396,4,30/08/2016,29/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1437,28/08/2016,397,4,31/08/2016,29/08/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
447,29/08/2016,398,4,30/08/2016,01/09/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1001,29/08/2016,399,4,01/09/2016,01/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1295,29/08/2016,400,4,30/08/2016,31/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
103,30/08/2016,401,4,02/09/2016,01/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1335,30/08/2016,402,4,01/09/2016,31/08/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
578,31/08/2016,403,4,01/09/2016,02/09/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
396,31/08/2016,404,4,03/09/2016,01/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
603,31/08/2016,405,4,01/09/2016,01/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1380,31/08/2016,406,4,02/09/2016,01/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
77,01/09/2016,407,3,01/09/2016,NULL,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
1071,01/09/2016,408,4,02/09/2016,02/09/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
416,01/09/2016,409,4,04/09/2016,04/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1151,01/09/2016,410,4,03/09/2016,02/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
261,02/09/2016,411,4,04/09/2016,04/09/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1202,02/09/2016,412,4,04/09/2016,04/09/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
717,02/09/2016,413,4,05/09/2016,03/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
917,03/09/2016,414,4,06/09/2016,06/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1265,03/09/2016,415,4,06/09/2016,06/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1377,03/09/2016,416,4,04/09/2016,06/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
359,04/09/2016,417,4,05/09/2016,06/09/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
88,04/09/2016,418,4,05/09/2016,05/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
14,04/09/2016,419,4,07/09/2016,06/09/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
72,05/09/2016,420,4,06/09/2016,07/09/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
240,05/09/2016,421,4,06/09/2016,08/09/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
398,06/09/2016,422,4,07/09/2016,09/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1397,06/09/2016,423,4,09/09/2016,09/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
67,08/09/2016,424,4,11/09/2016,11/09/2016,Genna,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
843,08/09/2016,425,4,11/09/2016,11/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
944,08/09/2016,426,4,10/09/2016,10/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
434,09/09/2016,427,4,10/09/2016,11/09/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1039,09/09/2016,428,4,12/09/2016,10/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
153,10/09/2016,429,4,12/09/2016,12/09/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
272,11/09/2016,430,4,13/09/2016,12/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1217,11/09/2016,431,4,12/09/2016,12/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
169,12/09/2016,432,4,15/09/2016,14/09/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
1062,12/09/2016,433,4,15/09/2016,13/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
726,13/09/2016,434,4,15/09/2016,14/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
77,14/09/2016,435,4,15/09/2016,16/09/2016,Layla,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
791,16/09/2016,436,4,19/09/2016,19/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1085,16/09/2016,437,4,18/09/2016,18/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
314,16/09/2016,438,4,19/09/2016,18/09/2016,Kali,Rowlett Bikes,,,,,2025-11-03T13:43:49.581597
149,17/09/2016,439,4,20/09/2016,18/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
882,17/09/2016,440,4,18/09/2016,19/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
704,18/09/2016,441,4,19/09/2016,19/09/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
667,18/09/2016,442,4,21/09/2016,21/09/2016,Venita,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
1371,18/09/2016,443,4,19/09/2016,20/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
30,19/09/2016,444,4,20/09/2016,21/09/2016,Mireya,Santa Cruz Bikes,,,,,2025-11-03T13:43:49.581597
362,19/09/2016,445,4,22/09/2016,22/09/2016,Marcelene,Baldwin Bikes,,,,,2025-11-03T13:43:49.581597
