2025-10-30 15:58:12 | INFO     | no-corre | etl.test             | Starting operation: test_operation
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 10 rows, 8 columns
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.processing       | Converted column 'store_name' to categorical (3 unique values / 10 total)
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.processing       | Converted column 'street' to categorical (3 unique values / 10 total)
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 19.3%)
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\staffs.csv: (10, 8) shape
2025-10-30 16:36:29 | INFO     | no-corre | etl.database         | Read staffs.csv: (10, 8) shape, 0.00MB memory, 2 categorical columns
2025-10-30 16:36:29 | ERROR    | no-corre | etl.database         | Error reading CSV file staffs.csv: 'BatchProcessor' object has no attribute 'data_validator'
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.database         | Reading products.csv with pandas optimization
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 321 rows, 6 columns
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Memory optimization: 0.04MB -> 0.03MB (saved 0.01MB, 24.7%)
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\products.csv: (321, 6) shape
2025-10-30 16:36:29 | INFO     | no-corre | etl.database         | Read products.csv: (321, 6) shape, 0.03MB memory, 0 categorical columns
2025-10-30 16:36:29 | ERROR    | no-corre | etl.database         | Error reading CSV file products.csv: 'BatchProcessor' object has no attribute 'data_validator'
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with pandas optimization
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 939 rows, 3 columns
2025-10-30 16:36:29 | DEBUG    | no-corre | etl.processing       | Converted column 'store_name' to categorical (3 unique values / 939 total)
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Memory optimization: 0.07MB -> 0.00MB (saved 0.07MB, 94.4%)
2025-10-30 16:36:29 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\stocks.csv: (939, 3) shape
2025-10-30 16:36:29 | INFO     | no-corre | etl.database         | Read stocks.csv: (939, 3) shape, 0.00MB memory, 1 categorical columns
2025-10-30 16:36:29 | ERROR    | no-corre | etl.database         | Error reading CSV file stocks.csv: 'BatchProcessor' object has no attribute 'data_validator'
2025-10-30 16:36:29 | INFO     | no-corre | database.connection_manager | Connection pool closed successfully
2025-10-30 16:36:29 | INFO     | no-corre | etl.database         | Database connections closed
2025-10-30 16:37:21 | WARNING  | no-corre | database.connection_manager | Failed to create MySQL native pool: name 'mysql' is not defined, falling back to manual pool
2025-10-30 16:37:21 | INFO     | no-corre | database.connection_manager | Initialized manual connection pool with 5 connections
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.database         | Setting up standard validation rules for ETL data
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.database         | Validation rules will be created dynamically per table
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.database         | Reading brands.csv with pandas optimization
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 9 rows, 2 columns
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 8.9%)
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\brands.csv: (9, 2) shape
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Read brands.csv: (9, 2) shape, 0.00MB memory, 0 categorical columns
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'brands': (9, 2)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (9, 2)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generated 5 validation rules
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_not_null for column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_data_type for column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_range for column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_name_not_null for column brand_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_name_max_length for column brand_name
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 9 rows, 2 columns
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_not_null to column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_data_type to column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_range to column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_name_not_null to column brand_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_name_max_length to column brand_name
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Validation complete: 5/5 rules passed, overall pass rate: 100.0%
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Validation passed: all 5 rules successful
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.database         | Reading categories.csv with pandas optimization
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 7 rows, 2 columns
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 7.7%)
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\categories.csv: (7, 2) shape
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Read categories.csv: (7, 2) shape, 0.00MB memory, 0 categorical columns
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'categories': (7, 2)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (7, 2)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generated 5 validation rules
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_not_null for column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_data_type for column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_range for column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_name_not_null for column category_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_name_max_length for column category_name
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 7 rows, 2 columns
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_not_null to column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_data_type to column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_range to column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: category_name_not_null to column category_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: category_name_max_length to column category_name
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Validation complete: 5/5 rules passed, overall pass rate: 100.0%
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Validation passed: all 5 rules successful
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.database         | Reading stores.csv with pandas optimization
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 3 rows, 7 columns
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 1.0%)
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\stores.csv: (3, 7) shape
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Read stores.csv: (3, 7) shape, 0.00MB memory, 0 categorical columns
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'stores': (3, 7)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (3, 7)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generated 15 validation rules
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: name_not_null for column name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: name_max_length for column name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: phone_not_null for column phone
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: phone_max_length for column phone
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: email_not_null for column email
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: email_max_length for column email
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_not_null for column street
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_max_length for column street
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: city_not_null for column city
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: city_max_length for column city
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: state_not_null for column state
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: state_max_length for column state
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: zip_code_not_null for column zip_code
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: zip_code_data_type for column zip_code
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: zip_code_range for column zip_code
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 3 rows, 7 columns
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: name_not_null to column name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: name_max_length to column name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: phone_not_null to column phone
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: phone_max_length to column phone
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: email_not_null to column email
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: email_max_length to column email
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: street_not_null to column street
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: street_max_length to column street
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: city_not_null to column city
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: city_max_length to column city
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: state_not_null to column state
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: state_max_length to column state
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: zip_code_not_null to column zip_code
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: zip_code_data_type to column zip_code
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: zip_code_range to column zip_code
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Validation complete: 15/15 rules passed, overall pass rate: 100.0%
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Validation passed: all 15 rules successful
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.database         | Reading staffs.csv with pandas optimization
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 10 rows, 8 columns
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.processing       | Converted column 'store_name' to categorical (3 unique values / 10 total)
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.processing       | Converted column 'street' to categorical (3 unique values / 10 total)
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Memory optimization: 0.00MB -> 0.00MB (saved 0.00MB, 19.3%)
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\staffs.csv: (10, 8) shape
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Read staffs.csv: (10, 8) shape, 0.00MB memory, 2 categorical columns
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'staffs': (10, 8)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (10, 8)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generated 19 validation rules
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: name_not_null for column name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: name_max_length for column name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: last_name_not_null for column last_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: last_name_max_length for column last_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: email_not_null for column email
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: email_max_length for column email
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: phone_not_null for column phone
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: phone_max_length for column phone
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: active_not_null for column active
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: active_data_type for column active
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: active_range for column active
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: store_name_not_null for column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: store_name_max_length for column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: store_name_categorical for column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_not_null for column street
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_max_length for column street
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: street_categorical for column street
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: manager_id_data_type for column manager_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: manager_id_range for column manager_id
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 10 rows, 8 columns
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: name_not_null to column name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: name_max_length to column name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: last_name_not_null to column last_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: last_name_max_length to column last_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: email_not_null to column email
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: email_max_length to column email
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: phone_not_null to column phone
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: phone_max_length to column phone
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: active_not_null to column active
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: active_data_type to column active
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: active_range to column active
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: store_name_not_null to column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: store_name_max_length to column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: store_name_categorical to column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: street_not_null to column street
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: street_max_length to column street
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: street_categorical to column street
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: manager_id_data_type to column manager_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: manager_id_range to column manager_id
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Validation complete: 17/19 rules passed, overall pass rate: 89.5%
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 16:37:21 | WARNING  | no-corre | etl.database         | Validation found issues: 2 failed rules
2025-10-30 16:37:21 | WARNING  | no-corre | etl.database         | Error-level validation failures: 1
2025-10-30 16:37:21 | WARNING  | no-corre | etl.database         |   - manager_id_data_type: Invalid data type in manager_id, expected float
2025-10-30 16:37:21 | WARNING  | no-corre | etl.database         | Data validation found 2 issues in staffs.csv
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting operation: data_cleaning
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting data cleaning for DataFrame: (10, 8)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Applied 1 fixes for rule: manager_id_range
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Data cleaning complete: 1 total fixes applied
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Completed operation: data_cleaning
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Applied automatic fixes to staffs.csv: {'manager_id_range': np.int64(1)}
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.database         | Reading products.csv with pandas optimization
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 321 rows, 6 columns
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Memory optimization: 0.04MB -> 0.03MB (saved 0.01MB, 24.7%)
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\products.csv: (321, 6) shape
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Read products.csv: (321, 6) shape, 0.03MB memory, 0 categorical columns
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'products': (321, 6)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (321, 6)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generated 17 validation rules
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: product_id_not_null for column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: product_id_data_type for column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: product_id_range for column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: product_name_not_null for column product_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: product_name_max_length for column product_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_not_null for column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_data_type for column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: brand_id_range for column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_not_null for column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_data_type for column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: category_id_range for column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: model_year_not_null for column model_year
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: model_year_data_type for column model_year
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: model_year_range for column model_year
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: list_price_not_null for column list_price
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: list_price_data_type for column list_price
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: list_price_range for column list_price
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 321 rows, 6 columns
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: product_id_not_null to column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: product_id_data_type to column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: product_id_range to column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: product_name_not_null to column product_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: product_name_max_length to column product_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_not_null to column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_data_type to column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: brand_id_range to column brand_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_not_null to column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_data_type to column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: category_id_range to column category_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: model_year_not_null to column model_year
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: model_year_data_type to column model_year
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: model_year_range to column model_year
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: list_price_not_null to column list_price
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: list_price_data_type to column list_price
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: list_price_range to column list_price
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Validation complete: 17/17 rules passed, overall pass rate: 100.0%
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Validation passed: all 17 rules successful
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.database         | Reading stocks.csv with pandas optimization
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.processing       | Optimizing dtypes for DataFrame with 939 rows, 3 columns
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.processing       | Converted column 'store_name' to categorical (3 unique values / 939 total)
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Memory optimization: 0.07MB -> 0.00MB (saved 0.07MB, 94.4%)
2025-10-30 16:37:21 | INFO     | no-corre | etl.processing       | Successfully read and optimized C:\Users\SPAC-O-3\Kode_opgaver\Python\ETL\tests\..\data\CSV\stocks.csv: (939, 3) shape
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Read stocks.csv: (939, 3) shape, 0.00MB memory, 1 categorical columns
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Validating DataFrame for table 'stocks': (939, 3)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generating schema validation rules from DataFrame: (939, 3)
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Generated 9 validation rules
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: store_name_not_null for column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: store_name_max_length for column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: store_name_categorical for column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: product_id_not_null for column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: product_id_data_type for column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: product_id_range for column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: quantity_not_null for column quantity
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: quantity_data_type for column quantity
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Added validation rule: quantity_range for column quantity
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting operation: dataframe_validation
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Starting validation of DataFrame: 939 rows, 3 columns
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: store_name_not_null to column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: store_name_max_length to column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: store_name_categorical to column store_name
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: product_id_not_null to column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: product_id_data_type to column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: product_id_range to column product_id
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: quantity_not_null to column quantity
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: quantity_data_type to column quantity
2025-10-30 16:37:21 | DEBUG    | no-corre | etl.validation       | Applying rule: quantity_range to column quantity
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Validation complete: 9/9 rules passed, overall pass rate: 100.0%
2025-10-30 16:37:21 | INFO     | no-corre | etl.validation       | Completed operation: dataframe_validation
2025-10-30 16:37:21 | INFO     | no-corre | etl.database         | Validation passed: all 9 rules successful
2025-10-30 16:37:21 | INFO     | no-corre | database.connection_manager | Connection pool closed successfully
